,customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure,MonthlyCharges,TotalCharges
59,4218,0,0,0,0,1,2,1,0,0,2,2,2,2,2,1,1,0,1.6137012404433893,1.42044782522307,2.459138454208307
60,295,0,0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,0,0.5956921474426305,1.1877962451998125,1.0709122824973383
61,832,1,0,0,0,1,2,1,0,2,0,0,2,0,0,1,0,0,1.125056875803025,0.8354952811645946,1.3989759007787455
62,358,1,0,1,0,0,1,0,2,2,2,0,0,0,2,0,0,0,1.6137012404433893,-0.7531826509942192,0.3010039712239601
63,374,0,0,1,1,1,0,0,0,0,2,2,0,0,1,1,1,0,-0.5851984004382496,-0.34438058895335305,-0.5835236623053481
64,4043,0,0,0,0,1,2,1,0,0,0,0,2,2,0,0,2,1,-0.9516816739185228,0.9850570111795457,-0.6275757767289609
65,3609,0,0,0,0,1,0,0,0,2,0,2,2,2,0,1,2,0,-1.1960038562387048,0.3502505571160864,-0.8980870832771656
66,6090,1,0,1,0,1,2,1,0,2,0,0,0,0,1,1,2,0,0.5956921474426305,0.46989994112804756,0.6046922332519411
67,2382,0,0,0,0,1,0,0,0,2,2,2,2,2,2,0,3,0,-0.055833672077855064,0.47987072312904416,0.09594215065214973
68,2215,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,0,0.7178532386027215,-1.4827115340671475,-0.5950826547730361
69,5262,1,0,0,0,1,0,1,2,0,2,0,0,0,0,1,3,0,-0.9109613101984924,0.5014740841312035,-0.614296170878678
70,1562,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,-1.2774445836787656,-0.5221928679711283,-0.9841398115528358
71,501,0,0,1,1,1,0,2,1,1,1,1,1,1,1,1,2,0,0.7992939660427822,-1.4744025490663168,-0.5246036835244418
72,1272,1,1,1,1,1,2,1,2,0,2,2,2,2,2,1,0,0,1.2879383306831464,1.5567151792366918,2.1261777055302837
73,5697,1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,0,0,1.2064976032430856,-1.3464441800535252,-0.3772706478532799
74,3994,0,0,0,1,1,0,0,2,0,0,2,0,2,0,1,0,0,-1.1960038562387048,-0.00869759491979612,-0.9275139839487225
75,1836,0,1,0,0,1,2,1,2,2,2,0,2,2,1,0,2,0,0.9621754209229036,1.5201556452330371,1.702862695120103
76,4550,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0.5549717837226001,-0.3028356639492,0.18049485700453238
77,3970,0,0,1,1,1,0,0,2,2,0,0,0,0,0,0,3,0,-0.9924020376385531,-0.33607160395252245,-0.7930193712092296
78,108,1,1,0,0,1,0,0,2,2,0,0,2,2,0,1,2,0,-0.0965540357978854,0.3319707901142591,-0.07431033764101187
79,2731,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0.5142514200025698,-1.2916048790480432,-0.4690366949250022
80,4191,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,1,-1.2774445836787656,0.48485611412954227,-0.9707719691188302
81,5766,0,0,1,1,0,1,0,2,0,0,0,2,2,0,0,2,0,-0.8702409464784621,-0.47233895796614456,-0.7563570706724021
82,6488,0,0,1,0,1,0,1,0,0,2,0,0,0,0,1,0,1,-1.0331224013585834,0.34526516611558833,-0.7865560414515337
83,6989,0,0,0,0,1,0,1,0,2,2,2,2,2,0,1,0,0,0.3920903288424788,1.2974748472107767,0.9034392465914449
84,202,0,0,1,0,1,0,2,1,1,1,1,1,1,2,1,0,0,0.6771328748826912,-1.4827115340671475,-0.5763544398778698
85,3100,1,0,0,0,1,2,1,0,2,0,0,2,2,0,1,1,0,-0.9516816739185228,1.1479131171958254,-0.6004430272341968
86,3376,0,0,1,0,1,0,0,2,0,0,0,2,0,1,1,0,0,0.10704778280226633,-0.08680205392760396,-0.028361136667358768
87,1258,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,0,0.6364125111626608,-1.4660935640654862,-0.5394494887358046
88,1920,0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,0,0.5549717837226001,-1.4893587220678117,-0.5967591498637697
89,2103,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,3,0,-0.13727439951791576,-1.0307027500219619,-0.5605159730996254
90,3345,1,0,1,1,1,0,1,0,2,2,0,0,0,0,0,0,0,-0.0965540357978854,0.574593152138513,0.12814850371097536
91,1663,1,1,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,-1.2774445836787656,0.3303089931140931,-0.9728234696903856
92,5137,1,0,1,1,1,2,0,2,0,2,2,2,2,2,1,3,0,1.369379058123207,0.6394032351449919,1.5152496589794784
93,4305,0,0,0,0,1,2,1,2,2,2,0,2,2,0,1,1,0,1.3286586944031769,1.5384354122348645,2.1297071688791958
94,6945,1,0,0,0,1,2,1,0,2,2,0,2,2,2,1,0,0,1.6137012404433893,1.2010906212011416,2.2850256153772723
95,6099,0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,2,1,-0.8295205827584317,0.47156173812821356,-0.5966488541341161
96,6908,1,0,1,1,1,2,0,2,2,0,2,0,0,1,1,1,0,1.5729808767233588,0.06940686408801149,1.0892654919116826
97,173,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,1,-1.1145631287986442,-1.4527991880641573,-0.9555511584266455
98,2249,1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,0,0.7992939660427822,-1.4544609850643233,-0.5173021062213792
99,3208,0,1,1,0,1,0,1,0,2,2,0,2,2,0,1,2,1,-0.30015585439803716,1.1213243651931677,0.10357461514417286
100,4530,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.2774445836787656,-1.481049737066981,-0.9968679387548512
101,2575,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,0,-1.2774445836787656,-1.505976692069473,-0.9971988259438118
102,5064,1,0,0,0,1,2,1,0,0,2,2,2,0,1,0,0,0,0.22920887396235737,1.0049985751815391,0.5849492976439624
103,3835,0,1,1,0,0,1,0,0,2,2,0,2,0,1,0,0,0,1.369379058123207,-0.6385186579827569,0.3297911566635268
104,2233,1,0,1,0,1,2,1,0,2,2,2,2,2,2,1,0,1,1.4508197855632678,1.503537675231376,2.352438365341499
105,4386,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,-1.1145631287986442,-1.3447823830533592,-0.9615733052657274
106,4782,0,0,1,1,1,2,1,2,2,0,0,2,2,1,1,2,0,1.6137012404433893,1.3091074262119398,2.2162010800734806
107,6863,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,3,0,-0.015113308357824713,-1.150352134033923,-0.5965164992585318
108,6067,1,0,0,0,1,2,1,0,0,0,0,2,2,1,0,3,0,0.43281069256250915,0.9833952141793793,0.7242307450504181
109,1968,1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0,1.6137012404433893,-1.5076384890696393,-0.4043372199102518
110,327,1,0,1,0,1,2,1,2,2,0,0,2,0,0,1,2,1,0.9214550572028734,1.0631614701873533,1.3055333586162896
111,3173,0,0,0,0,1,0,0,2,0,2,2,0,0,1,0,1,0,0.7992939660427822,-0.22639300194155818,0.3364089004427376
112,4055,0,0,0,0,1,0,1,0,2,2,0,2,0,0,1,2,0,0.43281069256250915,0.893658176170409,0.7387015447809587
113,3419,0,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2,1,0.18848851024232702,0.39013368512007346,0.25959895431203156
114,3735,0,0,1,1,0,1,0,0,2,0,2,2,2,2,1,2,0,1.2879383306831464,-0.33773340095268845,0.504609888164344
115,2142,1,0,1,1,1,0,1,2,2,0,0,2,0,0,0,2,0,-1.1960038562387048,0.8338334841644282,-0.8961899967271251
116,6732,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0.14776814652229667,-1.1204397880309327,-0.5088534533299203
117,3763,0,0,1,1,1,2,1,2,0,0,0,2,2,0,1,2,1,-0.9109613101984924,1.1794872601989819,-0.536074439408407
118,5961,0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0,0.35136996512244845,-1.4660935640654862,-0.6373259192303314
119,6644,1,0,1,1,1,2,1,0,2,0,2,0,0,0,1,1,0,-0.21871512695797646,0.6792863631489789,-0.056530666020865795
120,745,0,0,1,1,1,2,1,0,0,2,0,2,2,1,1,1,0,0.9621754209229036,1.1645310871974868,1.4275424947590052
121,2032,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.0738427650786138,-1.46443176706532,-0.9560364596371209
122,274,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1,-1.1960038562387048,0.32033821111309646,-0.9045062947429998
123,4607,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,0,-1.0331224013585834,-0.467353566965646,-0.8512113981744227
124,5130,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.1552834925186746,-1.4594463760648215,-0.9780294281300312
125,3222,1,0,0,0,1,0,1,2,0,0,2,2,0,2,1,2,0,0.025607055362205634,0.8039211381614382,0.3299676298309725
126,3079,0,1,0,0,1,2,1,0,0,2,0,0,0,0,1,2,1,-0.21871512695797646,0.44164939212522314,-0.06363371101055196
127,4794,1,0,1,0,1,2,2,1,1,1,1,1,1,2,1,0,0,1.6137012404433893,-1.3697093380558512,-0.24520254116616408
128,2760,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.2774445836787656,-1.4960059100684764,-0.9970664710682275
129,1808,1,1,0,0,0,1,0,2,2,0,0,2,2,1,1,2,0,1.5729808767233588,-0.2762469119465419,0.7524885109876478
130,1989,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,0,-0.7888002190384014,0.7042133181514708,-0.4694558186976855
131,4403,0,0,1,1,0,1,0,2,2,2,0,2,2,0,1,1,1,-0.30015585439803716,-0.2047896409393986,-0.34283632105545325
132,6058,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,1.4100994218432374,-0.47233895796614456,0.4325205992628083
133,2158,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,1,-1.2774445836787656,-0.9742016520163136,-0.990139899245987
134,1632,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,-1.2367242199587352,-0.6784017859867437,-0.9699337215734635
135,5539,0,0,0,0,1,2,2,1,1,1,1,1,1,2,1,1,0,0.43281069256250915,-1.2982520670487077,-0.4815662898136412
136,5570,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,-0.38159658183809786,0.3402797751150897,-0.22113601295576768
137,2656,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0,1.2879383306831464,-1.481049737066981,-0.44205835945175304
138,4410,1,0,0,1,1,0,2,1,1,1,1,1,1,2,1,3,0,1.002895784642934,-1.5009913010689746,-0.4893531683271792
139,262,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,3,1,-1.2774445836787656,0.18905624809997262,-0.9746984970944953
140,2197,0,1,1,1,1,2,0,2,2,2,2,2,2,2,1,1,0,1.6137012404433893,0.7740087921584478,1.829107187281513
141,2863,0,0,0,0,1,2,0,2,0,0,2,0,2,0,0,2,1,-0.9924020376385531,0.21232140610229844,-0.7571070816340459
142,751,0,0,1,0,1,2,1,0,2,0,0,2,2,2,1,0,0,1.1657772395230555,1.2060760122016398,1.628633669063289
143,1806,1,0,0,0,1,2,1,2,2,0,0,0,0,1,1,1,0,1.2879383306831464,0.6493740171459885,1.3276586819847844
144,775,1,1,1,0,1,2,2,1,1,1,1,1,1,2,0,0,0,1.5729808767233588,-1.3564149620545218,-0.23097439204086098
145,4058,0,0,1,1,1,2,1,2,2,0,2,2,0,2,1,1,0,1.3286586944031769,1.1396041321949948,1.8251586001599174
146,4848,1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0,-1.1960038562387048,-1.5009913010689746,-0.9787132616538832
147,1446,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,-1.2774445836787656,-0.6351950639824246,-0.9856398334761236
148,4571,1,0,0,1,1,0,0,0,2,2,0,2,0,1,0,1,0,-0.0965540357978854,-0.00869759491979612,-0.15431885993166986
149,2420,1,0,1,1,1,0,0,0,2,2,2,0,2,0,1,3,0,-0.7073594915983407,0.1574821050968162,-0.5330964547077621
150,2662,0,0,1,1,1,0,0,0,0,0,2,2,2,0,1,2,0,-0.9924020376385531,0.12590796209365976,-0.7567982535910162
151,2724,1,0,0,0,1,2,1,0,0,0,0,2,2,0,0,3,1,-1.0331224013585834,1.0049985751815391,-0.7165844305593455
152,1140,0,0,1,1,1,2,1,2,2,2,0,2,2,1,1,1,0,1.5322605130033284,1.4420511862252297,2.493043361503797
153,6408,1,0,1,1,1,0,0,2,2,2,2,2,2,2,0,2,0,1.2064976032430856,0.7091987091519689,1.2950993825910675
154,2144,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.0738427650786138,-1.4976677070686424,-0.9557055724481603
155,4643,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,0,0,-0.748079855318371,0.5363718211346925,-0.49718416513257857
156,6472,0,0,0,0,1,2,1,0,0,0,0,2,0,0,1,0,0,-0.4223169455581282,0.6443886261454905,-0.20196661514198722
157,1893,1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0,-0.4223169455581282,-1.4827115340671475,-0.8205271261848155
158,4522,1,0,1,1,1,0,0,2,0,2,0,2,0,2,0,3,0,-0.6666391278783103,-0.017006579920626735,-0.5540085250500681
159,5349,1,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,0,-0.9109613101984924,-1.2982520670487077,-0.8947782113875602
160,6353,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2,0,-0.7888002190384014,-0.29120308494803704,-0.6684734332844834
161,589,0,0,1,0,1,2,1,2,0,0,0,0,0,0,0,2,1,-0.5037576729981889,0.5862257311396761,-0.30326221325577307
162,3124,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,-1.2367242199587352,0.16412929309748078,-0.9461319031142356
163,3250,1,0,0,0,1,2,0,0,2,2,2,0,2,2,1,0,0,0.8400143297628127,0.30372024111143525,0.7405324538932071
164,2015,0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0,-0.8702409464784621,-1.4677553610656522,-0.9025871490470287
165,4498,1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,0,1.4915401492832983,-1.491020519067978,-0.404248983326529
166,2359,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,-1.1552834925186746,0.20401242110146783,-0.8853368969292195
167,4259,1,0,1,0,1,2,0,2,2,2,2,2,2,2,1,0,0,1.6137012404433893,0.8072447321617703,1.7535766716147878
168,2406,1,1,1,0,0,1,0,0,2,2,0,0,2,0,1,2,1,1.0436161483629645,-0.6468276429835875,0.16388432011871337
169,794,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,0,-0.6666391278783103,-1.4744025490663168,-0.8639836436682994
170,5437,1,0,1,0,1,0,1,2,0,2,2,0,0,1,1,0,0,0.43281069256250915,0.6477122201458225,0.5556768109939203
171,1269,0,0,1,0,1,2,1,0,0,2,2,2,2,0,1,2,1,-1.2367242199587352,1.3174164112127704,-0.8986606210713638
172,4780,1,0,1,0,1,0,0,0,2,2,2,2,2,2,0,3,0,-0.748079855318371,0.5712695581381809,-0.48441191963870184
173,475,0,0,1,0,1,0,1,0,0,2,0,2,2,1,1,0,1,0.8400143297628127,1.0000131841810405,1.200222995943116
174,4190,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,-0.015113308357824713,-1.4694171580658184,-0.7170035543320288
175,1185,0,0,1,0,1,2,2,1,1,1,1,1,1,0,0,2,0,0.06632741908223598,-1.33148800705203,-0.6615689206081734
176,1818,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,3,1,-0.7073594915983407,0.32200000811326246,-0.5003165638547383
177,1398,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,-1.0331224013585834,0.3884718881199074,-0.7836001158968197
178,4211,0,0,1,1,1,2,1,0,2,2,0,2,2,0,1,0,0,-0.7073594915983407,1.3489905542159264,-0.31786536786189806
179,2597,1,0,1,0,1,0,2,1,1,1,1,1,1,1,1,1,0,1.1657772395230555,-1.4694171580658184,-0.45341881960606484
180,4476,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,-1.2774445836787656,-1.156999322034587,-0.9925664052983643
181,4663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-1.2774445836787656,-0.6468276429835875,-0.9857942474976384
182,6592,1,0,0,0,1,2,1,0,0,0,0,0,2,0,0,0,1,-0.9924020376385531,0.6560212051466532,-0.713429972691255
183,3926,1,0,1,1,1,0,0,2,0,2,0,2,2,1,0,1,0,0.025607055362205634,0.3319707901142591,0.0765742205249931
184,1288,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,2,1,-0.7888002190384014,0.4815325201292102,-0.5153388422335466
185,692,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,-1.2774445836787656,-1.328164413051698,-0.9948384973292265
186,3405,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,-0.5037576729981889,-0.4307940329619915,-0.5540747024878603
187,5802,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,-1.1960038562387048,-1.1420431490330922,-0.9695366569467108
188,653,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,2,0,-0.7888002190384014,-1.4993295040688086,-0.8977782552341357
189,5691,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0.3106496014024181,-0.27126152094604356,0.043838447963830504
190,5047,1,0,1,1,1,2,0,2,0,0,2,0,2,1,1,1,0,0.43281069256250915,0.2372483611047903,0.39424798107303943
191,1695,1,0,1,0,1,0,1,0,2,2,0,0,2,0,1,2,1,-1.0738427650786138,0.8720548151682491,-0.7715117039267947
192,2076,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,0,1.4915401492832983,-1.4960059100684764,-0.39897684744909107
193,6816,0,0,1,1,1,2,1,2,2,2,0,2,2,2,0,1,0,1.6137012404433893,1.4935668932303794,2.580728466578339
194,1454,1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0,1.0843365120829946,-1.5109620830699715,-0.479580966679878
195,1780,0,0,1,0,1,0,1,2,2,0,2,2,0,0,1,2,0,-0.5037576729981889,1.0565142821866886,-0.16680433652844742
196,6483,1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,0,0,-0.3408762181180675,-1.3514295710540236,-0.7466289873169623
197,4373,1,0,0,0,1,2,1,0,2,2,2,2,2,0,1,2,0,1.0843365120829946,1.5484061942358611,1.8706224999230954
198,5162,1,0,1,1,1,2,1,0,2,2,2,2,2,2,1,0,0,1.6137012404433893,1.5783185402388515,2.542058783761817
199,2549,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.2774445836787656,-1.462769970065154,-0.9966252881496135
200,6561,0,0,1,0,1,0,1,2,0,0,2,2,2,1,1,1,0,-0.21871512695797646,1.2343265612044643,0.17709774853120427
201,6032,0,0,0,0,1,0,1,0,2,0,2,0,0,0,1,1,0,-0.748079855318371,0.5081212721318681,-0.5150520733364476
202,2347,1,0,1,1,1,2,1,2,0,2,0,2,2,2,0,2,0,1.5729808767233588,1.3556377422165908,2.2614002700854896
203,4994,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,1,0,-0.7888002190384014,0.4499583771260538,-0.5496187550098584
